Date,NVDA,Nasdaq,AMD,META,GOOGL,GOOG,TSLA,MSFT,AMZN,AAPL,INTC,AVGO
2023-06-08,38.48631286621094,13238.51953125,121.05000305175781,263.1363830566406,121.41184997558594,121.94513702392578,234.86000061035156,320.27978515625,124.25,178.78001403808594,31.184371948242188,77.7251205444336
2023-06-09,38.746158599853516,13259.1396484375,124.91999816894531,263.50439453125,121.5013198852539,122.14395904541016,244.39999389648438,321.7863464355469,123.43000030517578,179.16615295410156,30.713960647583008,77.76570892333984
2023-06-12,39.45771789550781,13461.919921875,129.19000244140625,269.57110595703125,122.90290069580078,123.6152114868164,249.8300018310547,326.7688903808594,126.56999969482422,181.9680938720703,32.409400939941406,82.669677734375
2023-06-13,40.996768951416016,13573.3203125,124.52999877929688,269.83966064453125,123.09178161621094,123.69474792480469,258.7099914550781,329.1715393066406,126.66000366210938,181.4928436279297,33.23262405395508,82.25990295410156
2023-06-14,42.97055435180664,13626.48046875,127.33000183105469,271.85858154296875,122.93273162841797,123.64502716064453,256.7900085449219,332.1748352050781,126.41999816894531,182.12649536132812,34.869266510009766,85.64839172363281
2023-06-15,42.62677001953125,13782.8203125,124.23999786376953,280.29229736328125,124.3442611694336,125.04669952392578,255.89999389648438,342.77008056640625,127.11000061035156,184.1660919189453,35.104469299316406,85.38262176513672
2023-06-16,42.665740966796875,13689.5703125,120.08000183105469,279.4668273925781,122.79356384277344,123.32691955566406,260.5400085449219,337.0884094238281,125.48999786376953,183.08688354492188,35.64348220825195,83.9019546508789
2023-06-20,43.78105545043945,13667.2900390625,118.93000030517578,282.7786560058594,122.36611938476562,123.11815643310547,274.45001220703125,332.8739318847656,125.77999877929688,183.17596435546875,34.300846099853516,83.89422607421875
2023-06-21,43.018524169921875,13502.2001953125,112.11000061035156,280.10333251953125,119.83132934570312,120.54347229003906,259.4599914550781,328.4526672363281,124.83000183105469,182.13641357421875,32.2427978515625,82.3619613647461
2023-06-22,42.998538970947266,13630.6103515625,110.69999694824219,283.3256530761719,122.41584014892578,123.13805389404297,264.6099853515625,334.508544921875,130.14999389648438,185.14625549316406,32.05659484863281,81.85376739501953
2023-06-23,42.18304443359375,13492.51953125,110.01000213623047,287.1546936035156,121.61065673828125,122.29306030273438,256.6000061035156,329.8903503417969,129.3300018310547,184.82940673828125,32.34080123901367,79.88328552246094
2023-06-26,40.60700988769531,13335.7802734375,107.51000213623047,276.9506530761719,117.63450622558594,118.38629150390625,241.0500030517578,323.5686340332031,127.33000183105469,183.4334259033203,32.674007415771484,79.832763671875
2023-06-27,41.85024642944336,13555.669921875,110.38999938964844,285.4837951660156,117.62456512451172,118.3067626953125,250.2100067138672,329.44720458984375,129.17999267578125,186.1957550048828,33.418827056884766,82.43384552001953
2023-06-28,41.091712951660156,13591.75,110.16999816894531,283.7333984375,119.46353912353516,120.36454010009766,256.239990234375,330.7076416015625,129.0399932861328,187.37396240234375,32.899410247802734,82.38915252685547
2023-06-29,40.79689407348633,13591.330078125,111.23999786376953,279.99395751953125,118.38997650146484,119.30084991455078,257.5,329.91986083984375,127.9000015258789,187.7105712890625,32.252601623535156,83.81066131591797
2023-06-30,42.27598190307617,13787.919921875,113.91000366210938,285.4142150878906,118.98639678955078,120.25518035888672,261.7699890136719,335.3258056640625,130.36000061035156,192.04718017578125,32.772010803222656,84.28287506103516
2023-07-03,42.38691329956055,13816.76953125,115.81999969482422,284.45941162109375,119.18521118164062,119.84760284423828,279.82000732421875,332.8149108886719,130.22000122070312,190.55215454101562,32.94841766357422,85.1583251953125
2023-07-05,42.29097366333008,13791.650390625,113.94999694824219,292.7638854980469,121.02417755126953,121.90536499023438,282.4800109863281,332.9723815917969,130.3800048828125,189.43333435058594,31.8605899810791,83.7416763305664
2023-07-06,42.07710647583008,13679.0400390625,113.4800033569336,290.3968505859375,119.39395141601562,120.21541595458984,276.5400085449219,336.04461669921875,128.36000061035156,189.9085693359375,31.331375122070312,82.3949966430664
2023-07-07,42.47685623168945,13660.7197265625,113.16999816894531,288.9447937011719,118.76770782470703,119.43009185791016,274.42999267578125,332.0566711425781,129.77999877929688,188.789794921875,31.213775634765625,82.2735366821289
2023-07-10,42.154056549072266,13685.48046875,113.58000183105469,292.4953918457031,115.75576782226562,116.1794204711914,269.6099853515625,326.7491760253906,127.12999725341797,186.7403106689453,32.085994720458984,85.28367614746094
2023-07-11,42.3789176940918,13760.7001953125,111.31999969482422,296.6624755859375,116.44165802001953,117.01445007324219,269.7900085449219,327.3793640136719,128.77999877929688,186.21554565429688,32.634803771972656,85.70341491699219
2023-07-12,43.875,13918.9599609375,114.58000183105469,307.6521911621094,118.22098541259766,118.91315460205078,271.989990234375,332.0369567871094,130.8000030517578,187.88882446289062,33.30122756958008,86.47101593017578
2023-07-13,45.948726654052734,14138.5703125,115.91999816894531,311.70001220703125,123.79754638671875,124.09236907958984,277.8999938964844,337.413330078125,134.3000030517578,188.6511688232422,33.19342041015625,86.51084899902344
2023-07-14,45.441036224365234,14113.7001953125,115.94000244140625,307.1847839355469,124.67228698730469,124.95722961425781,281.3800048828125,339.953857421875,134.67999267578125,188.79969787597656,32.48780822753906,86.33788299560547
2023-07-17,46.43242645263672,14244.9501953125,118.31999969482422,308.9251708984375,123.90689086914062,124.32100677490234,290.3800048828125,340.43634033203125,133.55999755859375,192.0669708251953,33.683433532714844,88.45315551757812
2023-07-18,47.464786529541016,14353.6396484375,117.93000030517578,310.347412109375,123.02218627929688,123.34680938720703,293.3399963378906,353.9856262207031,132.8300018310547,191.80955505371094,33.81083679199219,87.78077697753906
